"","y.cashflow1","y.cashflow2","y.cashflow3","y.cashflow4","y.cashflow5","y.cashflow6","y.cashflow7","y.cashflow8","y.cashflow9","y.cashflow10","y.cashflow11","y.cashflow12","y.cashflow13","y.cashflow14","y.cashflow15","y.cashflow16","y.cashflow17","y.cashflow18","y.cashflow19","y.cashflow20","y.cashflow21","y.cashflow22","y.cashflow23","y.cashflow24","y.cashflow25","y.NPV_decision","y.NPV_rubber","y.NPV_AF","x.n_years","x.discount_rate","x.Var_Cv","x.establishment_cost_mono","x.establishment_cost_AF","x.rubber_main_cost","x.pepper_main_cost","x.max_pepper_yield","x.max_rubber_yield","x.rubber_price","x.pepper_price","x.mono_nutrient","x.AF_nutrient","x.fertilizer_price","x.cost_water","x.water_competition_probability","x.yield_if_competition","x.mean_AF_water","x.competition_AF_water","x.knowledge_gap_probability"
"81",20598137.8608817,25769276.7750012,26993228.2644926,30020079.3321995,27565346.5361249,35432148.073,34401670.3332397,35007719.1342621,31909447.1939681,37321560.588065,34509194.0163205,38053010.59754,35907696.2152072,40497580.620037,40507238.8429066,43347214.6105325,35183405.9746689,37721662.1465021,41919461.7517263,37348042.5176711,38439808.3298661,42536921.4219252,38635798.8536802,43283791.2420705,42559431.8330412,105464864.673692,217335311.462422,322800176.136114,25,10,7.78760115736578,77132.6641924771,126543.73812146,546863.403467304,85526.9196392129,33.0082444759997,41.4085942724205,662024.45640914,752186.664811505,3.88182492042009,7.42783637904312,11299.0114916878,5621.02954341272,0.161502694921445,0.433579801138715,1555.00166460519,1646.73054121573,0.31673689492788
"82",30919242.8016797,31744074.1032256,28911842.8894995,35722377.3278103,34214865.9399326,38307349.867079,39941306.3748269,40320181.0397258,41664540.648262,40368701.1516465,38484515.2811616,43303185.1736633,38386104.7841185,41282367.1936754,41238761.6371366,37886883.5175756,48404965.9534689,46510656.2250685,43958149.6478775,48668674.3854638,50688050.7121584,40228288.1575667,39106039.5196803,47694371.5946749,43054636.4655302,167906527.118747,206757961.745716,374664488.864462,25,10,8.68989028425751,88906.7126625108,107093.51050141,552776.278750702,85002.9217716003,31.5741647742905,45.395890810561,570022.277835997,796513.65605479,2.4367376190268,9.23892312298168,11334.5055214311,2283.92708004994,0.0779895206977536,0.469524868553185,1948.44760432703,1560.16673157244,0.318073702187003
"83",24433591.4259277,27890983.6785164,27857992.1515711,29832189.422106,27815714.1696291,30286636.4706422,31600568.2546774,31133257.6972892,32293978.5108796,29475295.6843763,36371896.1880717,32392259.4802267,27286890.7048917,30693908.0050255,37545735.726971,33193304.4444635,29839934.7411576,33553924.135551,34620716.5514273,32595859.2091195,31033937.8342857,31322876.6420884,35658553.7580974,35651104.5847106,38569052.464529,144480642.060851,156535970.415959,301016612.47681,25,10,8.10592155532247,75665.2563025071,99489.8727899347,485709.839222954,83608.1969712204,28.3715048807423,34.7434710496443,532222.789708044,861953.473266408,1.22277448539421,4.50943802438875,11685.1105430605,5779.97430635288,0.168927210220191,0.456402715303886,819.05791168145,1165.64373884882,0.267416818000354
"84",16903207.6482796,17437607.9503094,14445853.0085065,19354804.3859657,21894081.6689285,19092132.8641542,20222920.0615027,21507169.0428732,26954471.636923,23526348.5331777,28044875.8817801,28549886.7404546,27529392.3703013,25143340.2625314,29718978.1855539,28690555.4065756,30343493.4045136,36776916.899273,25941865.3701666,28929252.3780238,32540075.5710414,35229350.2531662,32351999.9595081,34794272.4617104,34639714.47766,100283464.104411,126583123.571622,226866587.676034,25,10,8.9245414452621,79259.613654336,125839.876363671,471377.052995958,89913.4610962219,29.439503685098,37.3452697268394,463223.969408313,890958.685907289,5.00259585522727,6.85242397974772,11817.922261635,4573.84910022951,0.203801632308057,0.369789822846939,1520.87322887615,2219.20986121768,0.432745848433712
"85",4010713.91355972,-1484795.15184845,13493013.2560598,2441660.88431863,11076383.8489611,13110002.7155529,16215817.3114149,12076997.9438563,21398483.1659657,10634088.2501762,9896176.67911047,12312193.0640443,26338413.7203455,15523843.8487322,26234158.7944029,16944935.6987926,22668050.8459357,17866464.5715719,14758875.4653175,13893235.33671,22168730.6598411,26036733.3221417,31378260.7395793,19682686.2960386,26164814.6250574,-139007578.599157,261104485.382909,122096906.783752,25,10,8.4849578451067,87851.5558761964,114638.916418845,488357.552877573,98859.3029143318,36.6613979981066,50.5172573813941,635501.136678917,700857.447402647,4.84330233169968,7.72092002651436,12032.9348768106,11834.6615193255,0.157806403254911,0.401579794088917,1840.14615256028,2842.22477824654,0.335982781552465
"86",25961993.8152692,24328808.0009192,27109473.1749807,30876778.3773111,34911515.556166,30866231.9139803,33327047.704031,34607511.8362741,33016285.1782219,33380954.8314963,34406832.4718808,38139763.8507044,38932402.7998422,36993902.5200171,35795337.3749475,38552127.2950918,43314469.7651157,37353295.4175559,40781149.9717708,39104585.2276505,39606367.4418851,38811485.615772,41826598.5677394,41549989.0248845,37446288.2517363,199845485.866606,126643872.834622,326489358.701229,25,10,7.68722821372087,100570.09993771,134549.224554247,481300.576623988,70639.6538697406,36.2390989033214,35.829198450123,461368.82459551,762009.329935405,3.65394844123284,2.89857356940207,11602.030599512,1063.02114980183,0.194889921844227,0.368157225970516,1554.42629621842,2554.2120941441,0.361350484333563
"87",14626329.8883751,10118383.613191,22717870.3150921,19302666.0507345,24182558.3282052,18687210.7212101,15778416.1690564,24947664.2858099,21693360.8006592,25228604.6113558,21378501.1520127,28485123.3262235,33212801.0958478,30896261.2794365,29596598.1677773,30382885.2733965,30271592.3340802,29391237.8289894,20632521.9964193,32899655.0738555,20282341.6121902,36403801.3562111,28405738.9862609,27271377.3836032,26587067.9993475,25650103.508454,193587839.183924,219237942.692378,25,10,8.93489073804528,87412.6536858815,95743.8888459943,417715.704681638,80312.6060169635,31.710438827046,44.7231216487841,541605.621044283,794221.287560159,5.29395646792133,5.35230582045411,11556.0200375453,7077.67324012854,0.182938985265835,0.381319564791195,1543.9619153826,2459.57289438641,0.32906090551859
"88",9199942.65857771,12069551.2011102,12433151.0149297,12352497.1339358,12716260.1928867,13245497.2203075,12711225.9728216,20188140.8997733,16349301.5411067,17530153.7013905,16587606.0675512,18166594.3355898,15622873.3783058,15236037.2389049,18887791.999519,17544845.963558,18845868.594035,16386231.7992311,22844349.2854737,21412045.6207692,20663315.2039617,18411981.2069124,21311161.4337587,22553893.2688909,19469548.4631966,12427729.9723337,135760378.721133,148188108.693467,25,10,8.17933127570655,80241.6835520882,124013.547743504,542228.317794145,83471.2498484797,31.6972426857376,48.4427405022707,603300.527284504,797557.668838332,3.58392683124427,4.28918416265943,11724.2231958933,4422.63192522385,0.244715750308002,0.402577604201959,2472.97324763323,2230.57971619634,0.356825662458946
"89",-6257053.31948515,3529441.20156449,-1310664.81048401,2768047.43230865,7443737.99848032,6424546.30662833,-702384.372850537,13077890.6543277,4666329.76797958,11361814.1953845,4710581.13136271,10926534.3570447,9947199.94482542,13957117.0376897,16347113.3903726,9690750.82414718,13154831.8576347,11063580.9327024,14359933.2317761,17917229.9867935,15693801.7925191,12052802.4935531,17673206.5977564,14950054.4122187,11689832.5298445,-107942425.753332,167309561.70519,59367135.9518581,25,10,7.70459162224688,82986.6134949567,93253.426335462,479707.342697002,75917.4063078858,22.1455177737069,39.7227875848495,552109.13930346,745860.607800339,3.43750823683321,5.12473415585279,12122.1580671483,6568.90662399859,0.261191919756675,0.420448528629826,1936.23112940524,3524.64559793145,0.389997120162516
"90",14939439.5178019,18189049.2419892,16240451.6543379,19499857.1998892,17651752.9593562,22080690.3032376,25538143.731875,23840450.1012049,25074572.2954092,24358176.3959357,27246501.3056231,26162578.7630759,29277549.8373331,37286866.1770268,30363234.5053978,33164279.713458,25380102.5026635,26520587.7655102,32466714.1725146,31736560.2370725,37924459.4667613,30598364.719454,35231345.7376384,30391166.9366417,26874002.5601629,16799346.3308851,214952258.757075,231751605.08796,25,10,9.28606053846048,85953.2885928047,108179.647623473,503841.102419171,77948.2527857308,32.034184016034,44.1276293982228,615496.20116902,750557.623925277,4.46867523440789,5.2934699245608,12014.2658123334,10294.8749489047,0.172337393320779,0.357915545510358,1132.06266172903,1724.32568785563,0.31195929791513
"91",15194951.0517206,17866109.0052266,18774191.2914652,22907091.737847,23691153.9364031,22817441.4429523,25751893.8769831,26277460.2517624,25963222.7953656,26342882.4011413,26200620.6507386,29219285.1482163,28480475.5201568,29951082.8026688,30085741.7276165,31418549.5005759,28658145.0432391,34469388.5414142,32767158.2887357,32628770.6523799,31716009.6080432,32849414.2509123,33385586.1369007,34452689.1678023,35732626.9187742,53830803.4401272,190538344.766866,244369148.206993,25,10,3.87550924348285,80698.8338859812,115337.974886981,495105.192851684,85132.2437074674,28.4892729235049,38.9998715663682,636504.923121823,883813.427336255,3.84802574084462,5.8242188012499,11772.96017191,5701.09974782666,0.293551968412675,0.37883976514519,1454.47860579458,2604.4504432881,0.375952139351741
"92",12909306.1011063,16279897.9288293,19346108.4872195,19052722.36256,18286093.0968706,20943664.0280378,22758827.9159843,21230632.1615737,26744705.5289453,30270832.8376631,26561445.6491739,27898350.6571812,30629989.2660601,27998066.2421304,30154927.8551899,30839994.1512979,29555776.7417879,24799104.929529,34395661.284135,29180766.8224673,30348616.8842563,35623461.1540394,30394908.3035498,28531754.9801033,32048525.9717542,76395302.6061155,151174117.064746,227569419.670862,25,10,6.78740627086232,77195.9651968955,106937.373827056,494920.458932872,84796.3891731029,33.6617520467905,45.1057540299229,455511.171873573,773741.741527683,4.19235801254743,4.28654581874608,11653.33477767,5407.65356703536,0.223115585337725,0.331441094315977,1500.5067397604,2325.89467909517,0.411801173744117
"93",20303325.2447513,20999780.2530872,19661964.9814817,27313657.41559,29300902.2786899,27068402.773271,30893012.9613932,28984566.336212,25675708.7921633,30179895.9957449,25712696.1104204,28709997.0567782,34887126.0847235,24709140.1171192,31095120.6156042,37181033.3201722,39698537.1118989,32525332.6926794,31885002.6253604,33075824.1106271,33643066.7543008,35388097.4603975,31708516.2268663,37238047.387675,39316254.0782769,115607235.39147,157851404.21305,273458639.604519,25,10,8.57059530838735,87463.4971650817,91382.7248541973,544847.814755045,84479.7211702896,30.2920060764347,38.5229993027146,542187.81716364,874504.502747309,4.11697301040822,9.73664457899755,11691.5517746677,4614.31647346794,0.192043711444553,0.354583500085477,1977.32891443599,1922.78366415137,0.37220985464007
"94",14408909.9992076,16963184.343175,12269447.7172789,17354925.8195027,17838111.9032281,20082123.0093986,18692592.5423834,27930685.942151,26817222.0839735,23705585.0317787,22870234.534927,19217008.7696531,18510539.7328198,26590462.7542236,32823795.7511546,26535891.1843885,25556613.3386173,20230688.4216809,25348648.4095163,28023491.1239587,21973754.271129,27164233.3206933,22179420.4519386,32547731.1395589,29430797.8109298,-39887238.3988168,244136999.25286,204249760.854044,25,10,6.82326038030232,97657.4203094235,93015.9055690611,552868.391798934,95538.5967009675,24.9158822741156,45.6998809254386,673555.259085042,852938.470691039,4.21604921106691,8.69394142661936,11939.5873872579,10796.2285672086,0.272329557824344,0.521923301598863,1121.18185645755,2121.62258371379,0.354506531356261
"95",12532751.6980047,11641953.3760456,14071525.5142017,16037439.9461032,15055247.4685342,16736470.4280652,17079342.3573678,16629043.3377221,15474839.3902206,17108002.7956942,16556477.1490218,18773506.5253435,19327459.6942492,18260536.3429757,19593497.5727786,18614455.7794658,20030824.4621494,19890501.5962905,19380067.0228726,20343227.9290132,20176661.4769613,19682401.602449,18180868.9568754,20408331.6751317,19863548.3072603,76476014.815515,84963882.0900773,161439896.905592,25,10,5.87193332749405,79900.5961064767,95835.9316884923,471895.603556852,72542.0236951797,29.3774385695669,45.5774532404862,428081.572901041,735754.325986727,3.10203454390269,6.06207483701599,11652.0185595531,6528.96814940957,0.144377425722863,0.430837463185284,353.018164815215,1977.38439340935,0.321577590955242
"96",15774822.0702192,17034750.0452451,18261863.5283105,19015799.0787387,18796318.8213967,20298924.9604766,20736095.0544141,22095141.4525222,23769372.0545432,25199945.3968766,21490344.0399377,23595038.4417145,24493678.2013246,24668877.1075591,24496198.0257797,23876274.2207774,23933696.8752565,24928352.9339221,24159493.5337902,26001541.4389963,25004433.077189,26167615.4426533,24787292.9530168,25984065.2353472,26118589.1377416,99467630.8789093,109694568.213904,209162199.092813,25,10,6.44158748315835,90114.7731733273,126865.67044341,472229.530215323,88809.5380570536,33.1354353355524,43.3901997011357,632454.742197598,890541.268049855,3.36026604899289,8.41243454746001,11309.4572195683,2092.7000410555,0.252580373094259,0.468955589870733,1148.7499861937,1630.76739288445,0.370823269077513
"97",9567732.45042592,9057980.33019087,7681596.07856014,9388015.55349871,13112032.8288478,17107506.3966484,13208132.9491769,12725764.0650819,14154517.461878,13051145.3477713,23122894.2622179,18951905.4678499,17083939.9459975,16388993.4629495,19280720.8690236,20355234.9656398,20486711.3218116,17456691.7069927,14567226.0602556,19081316.2188553,16906546.7512404,18474741.9661053,24797188.8114619,20351137.3053413,20594322.0245113,-44489305.5869063,183165485.116062,138676179.529156,25,10,7.09800351915109,88903.9638468699,119994.437504115,511743.075455623,79281.4595109929,22.0946560021382,36.5355645562652,625468.779001124,819023.031179685,4.52669623707967,9.25612006834642,10782.8741965164,15249.4161845477,0.211541302376303,0.333940175361093,1873.84523823258,1267.2155003311,0.358010741059313
"98",7892701.61522193,10789283.3802667,6103232.07335308,5956041.46229893,6497538.94864685,16867726.9596897,10056629.8549496,11527470.7449268,15508221.3558966,13425981.2544268,18692076.5911518,17973610.7116778,18669931.1112771,20612949.4887309,14371971.5082111,15674420.7159456,18202320.3309868,23971644.2550033,20848210.7546808,19345151.7091386,18974594.6613213,17332868.9954024,17484926.1928977,20723243.9479949,22694369.6542776,-77934414.4020419,205095252.192243,127160837.790201,25,10,6.30053671408929,82121.9992803271,96626.0749902134,531464.919456739,81994.0288706149,21.8213031480133,42.3672214551716,622430.346997422,868083.785901287,3.4041693547177,5.91391308650163,10607.839038613,8745.04734473984,0.143690665875406,0.377490523096868,1923.05916688573,2607.45595557637,0.364359635660487
"99",31891280.6297836,35921510.5979267,36426709.934443,35897098.3301485,39745001.6248866,39275285.6655999,42265797.4285617,43058603.5936041,40050439.5590346,48027867.5940542,45818326.2919015,42222249.6652867,50138934.5549751,51020511.0568386,40374474.3527876,49535800.8072064,48687841.3978224,45456091.2417687,46367804.3299034,46462879.2663787,52403738.1900088,48598640.4656331,50178208.0458872,46135075.3041273,48963792.328714,150955317.518074,259084599.913679,410039917.431752,25,10,8.16529909805382,97900.2769171476,106864.941140275,453189.055529132,86451.198033922,35.1799683729873,50.1553235762112,615736.778981789,875635.594834462,3.95516311199284,8.74095762654394,11074.691552528,4904.81166380739,0.279062336803443,0.420308099761098,2029.65721442272,2567.56364051766,0.226753985380926
"100",7278533.21782711,7468595.01194869,8522723.2794967,15577690.91861,11786503.6273147,19537378.1594667,17932994.1632654,18269887.2675774,15554874.3157238,19139435.9892151,18839975.036055,20161489.3219619,20405516.6568818,21287673.4093243,20548460.9039178,23442467.0516507,23935890.3950651,21630965.4725035,25368658.9501489,19630407.1118082,27475499.9078553,21217701.1530442,20030119.6049009,22365775.2707279,23200067.5505604,13787238.4934062,143628700.406943,157415938.90035,25,10,7.47390121983128,90926.6600078957,103853.869027444,482196.147421031,77770.4322038803,29.9285399678053,36.1609885593924,521018.876012228,841111.042786818,3.86859403212574,8.14079686052796,11346.7455117521,5456.813353779,0.235260369628537,0.367354179774251,1638.26972195332,3237.34036355399,0.386282850115627
"101",4635968.15052946,5634635.36144594,6509345.14091231,7119818.89609176,7270591.85006022,6767771.47255879,8924031.54380554,10170815.2707275,10709239.6234497,9968427.29595199,12392538.2507448,9904671.86694915,12947980.1458991,13176334.8656636,12679814.0853412,10633288.9090763,13782584.0770723,14386088.9284429,12337356.6033199,11198187.8522754,10490096.5920813,12157441.8438606,14137606.2416292,11149635.9710753,10688414.5867145,-19123719.6279355,107500360.03703,88376640.4090941,25,10,6.49407261580232,94858.8577426487,134146.687134392,482197.906177232,99051.6669218788,25.7283026838409,42.5054362357566,563430.76813015,856848.545675556,2.75330973318685,4.62296193721906,11616.2510249989,5204.74078657953,0.241617351302034,0.419893900745516,2461.86383847434,1631.06318568035,0.316850410014585
"102",10321601.8489696,12830401.2290646,13854385.8186866,13213159.159957,14217092.7780336,10371464.9681105,12580246.7158885,16249689.811229,21344922.0323242,17479412.8055264,14689801.1924508,17072830.9668143,18850983.4480891,16029920.2224384,21062363.3614496,18170832.2532435,17747819.5185619,16819021.6015177,17858428.136826,19288061.047722,20664933.2114907,16284509.2201877,17705675.4575942,16590570.3050456,14008079.1474736,36925678.9700148,111869476.836376,148795155.806391,25,10,9.39624147666687,89943.9050272219,89912.9988579884,539675.222949861,85466.0975798264,33.0218836307856,47.4755002783098,563715.668535181,851724.879497431,3.27573449564822,4.44812928367478,11650.1518616632,6229.57594886811,0.249466402654358,0.483753488233068,1422.97095871008,2808.690202413,0.261495202218017
"103",3129778.09354863,1792503.30317605,6876704.99870993,4920699.93808492,10526124.8432726,5307935.50807699,5915765.38096548,11330053.9980404,3889741.17503726,4144247.30564457,9696633.2186802,7357710.5223195,4368010.42037359,5953210.61328667,10691202.0058117,11401625.8326045,11261542.4269231,11307107.7754937,11454697.5258205,9443900.7604023,9215137.74404496,11322812.6541653,10086277.060861,10057072.6740386,10677351.9345977,-58272648.9618713,125239702.213168,66967053.251297,25,10,8.80914631396238,74509.0895482093,126192.166272226,490681.916302316,105659.880223808,27.207953700442,44.3123229100612,644850.27157463,797293.540241287,5.89866745472677,6.16945838179854,11404.3047899202,9857.17592414481,0.217280591081821,0.444762995816812,1600.86381953582,2764.53257153354,0.348806296788595
"104",31796950.5635501,32836574.0418039,36445630.3770588,34196461.8069299,40196672.4675719,37436117.9538413,38844516.7059409,39913043.9061878,40579737.4612036,40079397.835471,42161895.2573151,40797227.2253461,46229030.5936485,41482729.9933247,43063760.8560997,41328460.0058546,42638319.4561895,44746300.3817823,45686910.5642363,43253753.0427877,41168878.762439,44482789.3190471,43800369.6760581,47425939.8841427,46914867.8146211,188718822.103044,197305296.923279,386024119.026323,25,10,4.33915347848425,86480.7557236926,113882.422462027,564913.715036347,88464.1609341788,37.6455762100969,46.0313001305749,521504.055203028,751598.746885726,3.9088346888227,4.57876033115029,11442.9556068388,2393.99677258227,0.172159601229484,0.382364798530867,3349.94988498766,2092.52494757919,0.27729273732438
"105",27281197.2237845,20520489.469864,19236888.7478282,20721433.0538276,22535778.7937624,26861115.5025832,24492158.284348,22994090.6452845,29425924.4475344,29014884.6111349,32181275.2851315,30234547.5986472,39163720.8261438,24339618.4011411,26833594.5117339,26173467.9284707,34172928.3880291,30223598.7612683,27868022.8493952,36510418.4974382,32463547.9518956,34485669.5718108,39767052.6110253,24553595.6484714,37762209.5602092,29348528.6493653,232993066.948391,262341595.597757,25,10,8.36270704435782,78553.2255320634,152751.026339384,530380.752632092,86628.7315113179,30.0607235649874,46.7812110708828,569840.483694457,902041.815576434,3.63259607799245,7.07708504893194,11347.2122686359,9282.58345598723,0.206360715604632,0.498323502322773,1968.67968409594,2251.92828569048,0.173070557287242
"106",14271947.0812257,16308634.766152,20081316.6148454,20726671.5648997,19197324.2931614,19309010.4247541,22802214.6702573,19394909.5735896,27891881.4672293,27907131.1861455,26029755.3474139,24740748.2136184,28441599.6775676,27169049.4850684,24372767.0732073,30283959.1612712,24361546.3620144,31531876.0038808,27939115.0775758,24366662.5299864,32288105.1635315,32541768.951438,36692529.4905365,29031393.3295647,27227908.4692099,75931383.3681306,147674895.587529,223606278.95566,25,10,7.68345880840665,85361.3877435206,106278.204431939,457708.871779791,83523.8302615004,38.1595122110396,44.1743382124023,418629.191531166,701740.159655554,4.54019215441205,7.15525698278518,11464.196133543,5914.64301255786,0.21217535261164,0.466095079597525,1720.28999983834,2411.62983397818,0.334093463371532
"107",37515523.5581738,39576127.8158309,34034681.0387769,39038019.5395658,40742334.7594968,37765435.958853,39341339.5281095,41479003.6572435,43015242.1141323,40717775.210334,46065635.3668218,47688088.9102392,42709677.7079067,42272250.3793509,42990269.7962859,43405794.8957305,47920762.6665781,45880296.0779003,44649760.1256625,51002205.3513518,45229946.8875655,41044484.1956144,47114044.7045109,49964993.3405385,48721205.4570316,222014054.841248,187541581.001459,409555635.842707,25,10,7.22352572497104,102621.847191855,106960.814818253,491492.884822399,82901.1018753838,40.4138775632139,41.4644444856642,535264.556167407,819275.587643359,4.72256195985383,7.05346136246535,11205.692822762,8245.05831654664,0.221075954484584,0.478720929326697,1445.30812675915,781.957805275935,0.253669746226878
"108",9559358.1131447,12100105.237034,15739920.0559282,17115045.2955219,14107593.9997623,19584491.7115387,13100115.3877798,14434781.1751034,17588237.4169342,16716929.4655974,14701719.0270337,17643210.3677279,16733629.3293348,20104844.9452886,19881651.7942382,17525618.3329258,21209722.2964238,21931868.0182693,17322572.2519661,22727071.7931174,19894995.4636121,23113457.5220559,22436433.6819289,22129516.274602,19376973.9376249,18958281.6441163,140861460.313669,159819741.957785,25,10,8.51424427089039,81930.480688441,116549.928157817,455351.115946913,83899.5886833058,36.1346340000775,46.0844384127682,730631.783314892,759874.020195909,4.30343394650789,3.42405966023466,11162.4515828135,10098.5356189882,0.33171928487941,0.483079907079063,946.353149756956,3487.30354369619,0.296970168685307
"109",23190941.9883407,22874235.9313026,29439312.3908783,26331145.4869859,26008544.7804554,24280254.3881831,36975168.4153658,30060547.1602221,34205883.5877502,36759535.6303034,35825652.7305024,34804365.0662837,31209427.4369139,31381946.2758362,29011056.9693386,37290086.6424275,33646543.8523924,39860688.7334067,33932589.280572,37060757.1897509,39009057.8071991,34390470.2317146,32853173.0439779,38601463.6611447,42942882.0146391,64206671.3315205,236712409.607941,300919080.939461,25,10,7.62919844613881,88640.318671676,142850.213355802,517174.666756778,86832.7341341071,33.8651677773448,48.7941736519124,616012.716850269,685345.563704881,3.64061358836724,9.90077076234136,11117.8148235982,7581.83372041062,0.124563378709826,0.350048952529005,1238.67566540107,1755.52634356737,0.26364451689113
"110",34454013.294135,36399237.8703206,34234261.4993395,39298272.9445683,36548111.603628,29588225.8548769,39431723.7850305,42465863.5414214,47068664.6646581,37705092.8528349,42594794.4369777,40971336.1804827,42562839.850211,45600227.0053502,45873077.0980559,46245441.4845795,41373320.8419412,47307584.980769,48155159.4024575,49813081.4134319,51332748.1587991,48857216.6384112,46139520.3689814,47453819.6797967,54917871.5797693,117429227.13979,279915037.432953,397344264.572742,25,10,8.39962871108272,85125.1571699593,110533.953044793,549353.058549722,92280.6938058291,33.9811712991951,50.5317844617488,655286.169935421,894885.824033318,4.05777697168512,5.79394886150572,11440.7823674913,6589.92318384132,0.191387050633869,0.399894062956306,2182.09984396955,2114.73484770767,0.235391654089622
"111",30471513.1069852,34428595.8101265,32362548.1671498,30503747.4709037,35106596.9085127,35197859.5532178,44035742.6755754,40522754.5636078,43678548.8401641,39140365.2328149,41483385.6483207,46291969.5771759,39049107.6512509,40947106.5903797,38615550.2724579,37495027.362402,42258831.953959,45016665.0019972,44463828.8052373,44194051.9456492,38768244.323011,43835486.0052822,43536966.4593373,44343944.2935579,53072749.1157955,157807504.048038,218455152.58582,376262656.633858,25,10,7.95310541774117,98939.7931874897,109361.866381865,558378.929022267,90497.8656267419,30.6611152612,44.9216993555481,572282.983465098,757058.469098881,4.55307134237096,6.00231525204172,11734.4615525658,2059.87266991592,0.228296556642209,0.432072581944534,1197.94126196447,1677.08498776653,0.270752499062337
"112",35475983.1548181,38041342.4292412,39662690.1578956,38470832.0783329,43732205.7726696,42747680.7816038,40144914.1491821,45400347.9914741,47487348.3942544,44053395.0353931,46928077.6112442,43684225.8358301,47143718.8142701,42078080.5412183,48889509.6523695,51605922.5687348,46995075.6154829,56489059.1879272,50454299.5332948,47944391.0369838,52197492.8438761,51832897.6345114,49941748.8340512,49663144.6530796,49541278.8326363,242605174.12951,187977396.914334,430582571.043844,25,10,6.93394778377182,89289.7842115909,87502.3468680418,514882.388976165,70175.8354546293,40.0427040147306,38.9234305834163,595291.077711817,901698.710598903,4.27566165541292,6.83674375208844,11074.4731792694,6016.52071779404,0.280592626442618,0.330292378476154,3223.84888444007,1050.59956315477,0.291253105982484
"113",32997161.0109791,30741220.8994218,34627454.0752005,37343525.0089319,36856967.5166257,36714728.7519707,40718713.9946703,34499684.5276897,38601107.2701859,40821423.5774582,39866117.8494622,43679439.0581104,40384961.0598271,37226889.411783,43088486.3979103,43915527.6981106,43966597.4954162,42085282.5076675,41978106.0131329,42986076.0961505,44779378.6100964,43076250.9274805,41401774.5121768,39325293.2593144,43781801.8995822,108416626.978529,268244350.588392,376660977.566922,25,10,6.80090273444211,83853.4498039667,112350.324896802,507929.594729012,77656.9286780992,34.1586577533283,45.5241071193946,679220.877751088,850597.235996831,2.94933543799124,8.58084315310048,12206.9912126852,8810.5245863887,0.0624149723959781,0.438791483495957,1150.28559889975,1604.02027006895,0.270854623735873
"114",24979757.9742588,18199031.7594587,21418443.041746,23276836.8511326,27812337.4326856,27593172.1365891,25622597.3267378,31935823.1724565,26064519.8761842,28104958.1538806,29045321.1508417,30407833.2813824,31526421.7248645,27526186.8839943,26359430.6788271,28556668.5999801,33062649.1112025,27310515.7122739,26240379.223779,31502147.1339757,35865500.8707497,29857086.628132,28749810.9149169,27349583.3051932,25502894.1671242,58865078.8709433,203570335.852003,262435414.722946,25,10,8.25241421365448,85269.5784191469,126590.361904938,500828.743112181,90634.8837059256,31.0108184355051,43.1253646037786,524687.942593831,749121.450775973,4.61049773777048,5.6315776704113,11445.8627592695,7735.50210905554,0.289129800763418,0.430006183000801,2233.54987661844,1989.70725607707,0.179729807444276
"115",17745730.8675722,16860480.1742706,19975273.7575914,18285440.1040351,14596710.2053948,22155899.2013589,26785724.0001801,23168055.1044407,22039272.4076015,26862859.093221,18716396.3990396,21052973.3720929,26327980.8104236,25679346.7100707,24261965.3669255,28346119.8090395,26498949.4820853,32554183.8637493,23416988.7652314,34503244.9074418,28709810.5649818,38709980.7958938,23246164.647586,24269576.0307647,27023925.3137315,-20485812.5689898,239681402.873946,219195590.304956,25,10,8.80738051878735,90229.7771073366,104287.680875773,498039.028491238,76353.3039268734,24.9359594093691,44.490068433843,682348.299756761,701308.347650168,2.61103549000989,10.1941014905339,11319.570400675,5886.7555901297,0.275867901072118,0.41668687940417,1443.85637033866,2891.51510367401,0.328098732900124
"116",36078931.7271849,33189915.7271239,37444521.9538916,38260828.039852,35970126.904132,37641709.5858639,38693597.5752605,41586034.2516345,42741687.2568774,41747329.8340563,40091599.0766952,45725957.1636135,41821358.2171524,40593377.1856081,42700306.0711501,41828234.9055376,41735032.2640041,42968234.8261948,47170995.1013133,46981284.327015,48046969.0174941,46207587.6402103,48435892.1828575,49061605.9032569,42734499.5789892,163793721.863233,231645276.454762,395438998.317994,25,10,6.98270473655486,88659.21529739,123816.571375836,550479.277650764,93394.0974082521,30.0634715934679,47.2821026431842,590728.621461512,745541.248855939,6.06403347190833,4.63324505147732,11496.2639788802,1818.99426541657,0.128898746400417,0.364717659011139,2335.2761001499,1409.77984758195,0.26131484143814
"117",16150286.0644835,17324526.2424304,17092937.904644,17993818.0928532,17157809.6701573,17439020.1161887,18737800.8767354,18607169.0475667,18778709.7836714,18797443.6482043,18745810.4044536,20057582.2373963,18726370.2197686,20250406.4986501,20812309.1692976,19241292.3439543,19905586.0292843,20130148.1486198,20036583.9753584,20338253.159371,19828040.0067117,19961020.7706414,20807994.8079313,20219400.5655869,20394925.567612,63451751.7224197,119448725.504337,182900477.226757,25,10,3.09243418961357,93047.4787630118,124192.370056666,478922.789941772,93605.7955529566,24.6258908280249,45.3902248509692,534694.350932153,857012.278956685,5.29465179590245,8.93344111105473,11371.2212740307,4996.37231414929,0.230664809640084,0.432312168028068,885.984836457361,2622.40247297913,0.164161075069808
